Intersul (A)
- sn898 Sepetiba - Campo Grande (via Estrada do Campinho) |
300 300 Sulacap - Carioca | BRS5
300 sr300 Sulacap - Carioca |
300 sV300 Sulacap - Carioca (via Estrada do Fontinha) |
367 367 Realengo - Praça XV (via Avenida Brasil - Expresso) | BRS5
368 752 Conjunto dos Palmares - Coelho Neto |
370 370 Padre Miguel - Praça XV (via Av. Brasil) | BRS5
379 379 Catiri - Tiradentes (seletiva) | BRS5
380 754 São Fernando - Coelho Neto (via Santa Cruz) |
381 2381 Pedra de Guaratiba - Castelo | BRS5
381 sV2381 Pedra de Guaratiba - Castelo (via Mato Alto) |
383 383 Realengo - Tiradentes (via Sulacap) |
383 sP383 Jardim Novo (Realengo) - Tiradentes |
387 387 Marambaia - Carioca (via Barra da Tijuca) | BRS3
388 388 Santa Cruz - Carioca (via Av. Brasil) | E BRS5
388 759 Cesarão - Coelho Neto |
389 389 Vila Aliança - Carioca (via Senador Camará) | E BRS5
390 750 Sepetiba - Coelho Neto |
390 2304 Sepetiba - Carioca (via Padre G. Decaminada) | BRS5
391 391 Padre Miguel - Carioca |
391 740 Padre Miguel - Cascadura |
392 392 Bangu - Carioca (via Padre Miguel) | BRS5
393 393 Bangu - Castelo | BRS5
394 364 Jardim Bangu - Tiradentes | E BRS5
394 394 Vila Kennedy - Tiradentes | E BRS5
395 395 Coqueiros - Tiradentes | E BRS5
396 396 Bairro Jabour - Carioca (via Av.Brasil) | BRS5
397 397 Campo Grande - Carioca (via Bangu) | BRS5
398 398 Campo Grande - Tiradentes | BRS5
684 684 Padre Miguel - Méier |
689 689 Campo Grande - Méier |
739 739 Sulacap - Bangu |
741 741 Barata - Bangu (via Murundu) | C
742 742 Barata - Cascadura |
743 743 Barata - Bangu (via Água Branca) | C
744 744 Realengo - Cascadura (via Jardim Novo) |
744 751 Jardim Novo Realengo - Cascadura |
745 745 Bangu - Cascadura |
745 sV745 Bangu - Cascadura (via Tibagi) |
746 730 Bangu - Cascadura (via Shopping Bangu) | C
746 746 Jabour - Cascadura | C
746 sP746 Senador Camará - Cascadura | C
756 803 Senador Camará - Alvorada |
777 777 Padre Miguel - Madureira |
777 sV777 Padre Miguel - Madureira (via Rua do Governo) |
784 784 Vila Kennedy - Marechal Hermes |
786 786 Campo Grande - Marechal Hermes |
790 790 Campo Grande - Cascadura |
790 sV790 Campo Grande - Cascadura (via Vila Aliança) |
794 794 Bangu - Cascadura (via Barata) |
794 801 Bangu - Taquara |
798 798 Jardim Água Branca - Bangu (via Batan) |
800 737 Santíssimo - Marechal Hermes | C
804 804 Largo do Aarão - Campo Grande (via Felipe Cardoso) |
811 811 Vila Kennedy - Bangu | C
812 812 Carobinha - Bangu |
814 814 Rio da Prata - Bangu | C
816 767 Campo Grande - Guadalupe (via Vila Kennedy) | C
817 937 Campo Grande - Fazenda Botafogo (via Bangu) |
819 819 Jardim Bangu - Bangu | C
819 sV819 Jardim Bangu - Bangu (via Catiri) | C
820 731 Campo Grande - Marechal Hermes (via Estrada da Posse) |
820 820 Campo Grande - Taquaral | C
821 821 Corcundinha - Campo Grande (via Capoeiras) | C
822 822 Corcundinha - Campo Grande (via Vila Nova) | C
824 824 Santa Maria (Vila Nova) - Campo Grande | C
825 807 Jesuítas - Santa Cruz | C
825 825 Jesuítas - Campo Grande (via Santa Cruz) |
828 828 A. Vasconcelos - São Jorge (via Campo Grande) |
830 830 Pedregoso - Campo Grande | C
833 833 Conjunto Manguariba - Campo Grande |
834 834 Largo do Correia - Campo Grande (via Estrada Monteiro) |
834 845 Cantagalo - Campo Grande | C
835 835 Largo do Correia - Campo Grande (via Cachamorra) |
836 836 Caboclos - Campo Grande | C
837 837 Conjunto da Marinha - Campo Grande |
838 838 Jardim Maravilha - Campo Grande |
839 839 Cesarão - Campo Grande (via Urucânia) | C
840 840 São Fernando - Campo Grande (via Av. João XXIII) |
840 849 Base Aérea de Santa Cruz - Campo Grande |
840 868 Urucânia - Campo Grande |
841 841 Inhoaíba - Campo Grande (via Estrada Rio - São Paulo) |
841 sV841 Carvalho Ramos - Campo Grande | C
842 842 Paciência - Campo Grande (via Santa Margarida) |
842 869 Santa Margarida - Campo Grande | C
842 893 Jardim Palmares - Campo Grande (via 29 de Março) |
843 843 Boa Esperança - Campo Grande | C
843 sV843 Boa Esperança - Campo Grande (via Estrada da Cachamorra) |
846 846 Rio da Prata - Campo Grande (via Cabuçu) |
847 847 Rio da Prata - Campo Grande (via Lameirão) |
848 848 Bairro Monte Santo - Campo Grande | C
848 894 Santa Rita - Campo Grande | C
850 850 Mendanha - Campo Grande |
850 sP850 São Geraldo - Campo Grande |
850 895 Serrinha - Campo Grande | C
851 851 Campo Grande - Escola Amazonas (via Augusto Vasconcelos) | C
852 852 Campo Grande - Pedra de Guaratiba (via Mato Alto) | C
853 853 Vila Kennedy - Barra da Tijuca |
853 sV853 Vila Kennedy - Barra da Tijuca (via São Geraldo) |
853 876 Vila Kennedy - Alvorada |
854 854 Campo Grande - Barra da Tijuca |
854 sV854 Campo Grande - Barra da Tijuca (via Avenida das Américas) |
854 877 Campo Grande - Alvorada |
855 855 Bangu - Barra da Tijuca (via Jardim Maravilha) |
855 879 Campo Grande - Alvorada (via Estrada do Magarça) |
855 883 Bangu - Barra da Tijuca (via Estrada do Pre) |
857 857 Jardim 7 de Abril - Campo Grande |
858 858 São Fernando - Campo Grande (via Paciência) | C
858 sV858 Campo Grande - Santa Cruz (via Cesarão/Conjunto Alvorada) |
864 864 Bangu - Campo Grande |
866 866 Pedra de Guaratiba - Campo Grande (via Magarça) |
866 sV866 Cinco Marias - Campo Grande | C
866 884 Sepetiba - Campo Grande |
867 867 Barra de Guaratiba - Campo Grande (via Ilha de Guaratiba) |
870 870 Sepetiba - Bangu |
870 sP870 Praia do Cardo - Bangu (via Croácia) |
870 sV870 Sepetiba - Bangu (via Cesarão) |
871 871 Sepetiba - Campo Grande |
872 872 Nova Sepetiba - Campo Grande (via Areia Branca) |
873 873 Santa Cruz - Campo Grande (via 7 de Abril Gouveias) |
881 881 Vilar Carioca - Campo Grande | C
882 878 Santa Cruz - Alvorada (via Avenida Dom João VI) |
882 882 Santa Cruz - Barra da Tijuca (via Avenida Dom João VI) |
882 885 Piraquê - Santa Cruz (via Pedra de Guaratiba) |
882 896 Pingo D’Água - Barra da Tijuca (via Pedra de Guaratiba) |
891 891 Sepetiba - Barra da Tijuca (via Pedra de Guaratiba) |
892 892 São Benedito - Santa Cruz (via Matadouro) | C
918 769 Bangu - Madureira |
918 918 Bangu - Bonsucesso (via Jardim Violeta) |
923 923 Jardim Violeta - Iapi da Penha (via Bangu) |
926 926 Senador Camará - Penha |
1131 2307 Jardim 7 de Abril - Castelo (via Presidente Vargas) | BRS5
1131 2331 Santa Cruz - Castelo (via Praça Mauá) | BRS5
1132 2332 Campo Grande - Castelo (via Avenida Santa Cruz) | BRS5
1134 2334 Campo Grande - Castelo (via Estrada da Ilha e Barra da Tijuca) | BRS3
1134 sV2334 Campo Grande - Castelo (via B. da Tijuca/Cachamorra) | BRS3
1134 2338 Campo Grande - Castelo (via Estrada do Magarça) | BRS3
1134 2801 Campo Grande - Barra da Tijuca (via Magarça) |
1135 2335 Santa Cruz - Castelo (via Barra da Tijuca) | BRS3
1135 2337 Santa Cruz - Castelo (via Sepetiba) | BRS3
1135 2802 Santa Cruz - Barra da Tijuca (via Américas) |
1136 770 Campo Grande - Coelho Neto (via Mendanha) |
1136 2336 Campo Grande - Castelo (via Avenida Brasil) | BRS5
1136 sV2336 Campo Grande - Castelo (via Estrada da Posse) |
E01 756 Santa Cruz - Coelho Neto |
E03 771 Campo Grande - Coelho Neto |
E05 2308 Cosmos - Carioca | BRS5
E06 2309 Urucânia - Carioca | BRS5
E07 2310 Bangu - Carioca | BRS5
s010 365 Mendanha - Tiradentes | E BRS5
s013 369 Bangu - Tiradentes | E BRS5
s014 366 Campo Grande - Tiradentes | E BRS5
s015 2303 Cesarão - Carioca (via Palmares e P. Vargas) | BRS5
s022 802 Bangu - Campo Grande (via Rio da Prata) |
s027 738 Urucânia - Marechal Hermes |
s03 813 Manguariba - Santa Cruz |
s03 898 Sepetiba - Campo Grande (via Estrada do Campinho) |
s05 933 Catiri - Cidade Universitária (via Bangu) |
s07 936 Campo Grande - Cid. Universitária |
s11 358 Cosmos - Praça XV | E BRS5
s11 sV358 Cosmos - Praça XV (via Av. Brasil) |

